sample_index,sample_id,label,class_code,source_cube,source_replicate,seed_id,constructed_batch,analysis_split,relative_mat_path,mat_path_sha256,mat_size_bytes,foreground_pixels,inner_pixels,outer_pixels,foreground_std_features,foreground_iqr_features,radial_features,morphology_features,extracted_mat_feature_sha256,mat_content_sha256
423,2-2/24,2,HNA,2-2,2,24,7,development,2-2/24.mat,000cb41571835734f3407626ed44c530113ef8bebea7f86a5cf1d00f96d2bbd0,720889,244,117,127,392,392,392,5,e5d5847ca5cbb59583f7fb3ae8282423f25177702ed4c040da970feda6ddab7a,not_computed_in_blind_development
426,2-2/27,2,HNA,2-2,2,27,4,development,2-2/27.mat,d34d164fd74feca3d1f6417058a6aed4553df63be7a67c79aa6dce3d2518dca4,928307,317,151,166,392,392,392,5,eb79e8aaa5638f74dac6ebfe2a68a93b428067d5c24d562b634165077acfef7d,not_computed_in_blind_development
428,2-2/29,2,HNA,2-2,2,29,1,development,2-2/29.mat,0381327c09616198afed0a84f6511a8bc4a8c34f0be1abeb98af15d2f66b55b7,763483,258,126,132,392,392,392,5,79c3d4a3cd9ce36dc2ef984ab52748990baa79a69949c2208e42c4cfd00d07ea,not_computed_in_blind_development
429,2-2/30,2,HNA,2-2,2,30,1,development,2-2/30.mat,2ff3f942a1ca380d7bc91a1099ab73fb87de7f01428c61a025d9970c0a787cc8,725221,244,120,124,392,392,392,5,811ac7b1ac5afe3b1489bbd48c6bb07e825c81b2a430622d046e4841b5e90398,not_computed_in_blind_development
430,2-2/31,2,HNA,2-2,2,31,5,development,2-2/31.mat,a60188a2a42e8da7e59710e93da03aa3d169d272aff56ae001ccebec3e3eece9,900163,305,139,166,392,392,392,5,23f915a69d69439ab750172e69d14d601242bcc863f764067bc27525ec9cd6f4,not_computed_in_blind_development
431,2-2/32,2,HNA,2-2,2,32,7,development,2-2/32.mat,8b84acb23ddba855e522b21a5dd8199df0b79e6640bfd7d6a63f62bc5a8670c8,895910,304,143,161,392,392,392,5,5452ba728f5c3d94d0e5808cc51830bb5681940146e28707ffe40fbf49e1da66,not_computed_in_blind_development
432,2-2/33,2,HNA,2-2,2,33,4,development,2-2/33.mat,00265a6de89ae409554c16d4810bc2157f7a4c1ee7fb5ce43bff104573fd470b,836227,283,134,149,392,392,392,5,6849207e662b7db358f66da97415611539217ca3a3429a51114987e4ac49400c,not_computed_in_blind_development
434,2-2/35,2,HNA,2-2,2,35,5,development,2-2/35.mat,3fa52b5bd3a67fa2f6316c37b368a9602cdad084cd3b850780f2c4ef49d2ef3d,728622,243,113,130,392,392,392,5,fa927508664e5a59030ba1936c053050356f5a78d5b931462c67167f6eada87a,not_computed_in_blind_development
436,2-2/37,2,HNA,2-2,2,37,6,development,2-2/37.mat,9e84d389741275bca78f6a0078bc9de5eb7d79c8818b653a9a2a094a623b3b2e,642915,213,93,120,392,392,392,5,0c088217b5db13b5203ec863970dcd6b8ec60f165f0f5924fd947c038bb6f95f,not_computed_in_blind_development
437,2-2/38,2,HNA,2-2,2,38,6,development,2-2/38.mat,7f274afbc1915b0ee778b95631299942cf652ef778c90a3b13911d4b42fa3c60,613526,203,90,113,392,392,392,5,69dc8a094f422dd9036eef9cc055be5efe15e5d58bebe17bb3496d11f0dd7ab1,not_computed_in_blind_development
439,2-2/40,2,HNA,2-2,2,40,2,development,2-2/40.mat,7299b770b890f829468fa65f53048bdc3629a6573c50b48d8e368622cc6eb81b,529412,172,84,88,392,392,392,5,f160d193cbda7476c38304686fdd7f478f9f896d251ddfcb8c30959d2de04223,not_computed_in_blind_development
441,2-2/42,2,HNA,2-2,2,42,1,development,2-2/42.mat,8f1009011d5142d8b74a6c0e2ff21b5de1447d1c9fc5f223518001580e99584d,1041395,359,178,181,392,392,392,5,227508c54934f4ad4ab5617d5c1762087415e6252d4c4ab463f3c4f928ce9e63,not_computed_in_blind_development
443,2-2/44,2,HNA,2-2,2,44,6,development,2-2/44.mat,165a1ecba733441f23366534863fd256fe8bfd83b7dd3b7acfefeb3a6ebc8067,787733,267,123,144,392,392,392,5,533edffd756f4ad30050a5ed2f47eb7b82baed589cb254dc5f84b4c0ba7c0565,not_computed_in_blind_development
444,2-2/45,2,HNA,2-2,2,45,5,development,2-2/45.mat,644c84811005d8a4694c0c7dc6fca4c3010a4fa04004333e3971f80b2dea0134,572181,188,81,107,392,392,392,5,880a2f87341206df7b3cde8cc5ec65452b7cc49bfef8a62368a41797fe6de51d,not_computed_in_blind_development
445,2-2/46,2,HNA,2-2,2,46,3,development,2-2/46.mat,c2e9cfbdb85af131684384689e00229b6dc58584ed972a19d9f9ac2eafa95733,488904,157,73,84,392,392,392,5,4c8bebfe9af336cf5a28b74788c70e29314e4a9d5aedb459566eb58b6c0d728c,not_computed_in_blind_development
446,2-2/47,2,HNA,2-2,2,47,0,development,2-2/47.mat,70ea96f81445519bff7d3cb973ef7f50b91ce47e9b74d4dadda65afed3a0c983,635618,210,96,114,392,392,392,5,ec78f882082e949e5cd64cf7c341a6f5e67672d0aac1b0cf8c03de8817b915b9,not_computed_in_blind_development
447,2-2/48,2,HNA,2-2,2,48,1,development,2-2/48.mat,d62748f5b9ae87d4448e8838b49b90e8ba25100438acdd5350e13d7af8effe34,632146,210,94,116,392,392,392,5,2a538d1636b553bb7598e99b65a2feb51e4ed74b168e207fc7156fc6d2e74a06,not_computed_in_blind_development
448,2-2/49,2,HNA,2-2,2,49,1,development,2-2/49.mat,3b1b3667293b63491d128ef6d25be5dbeb87da177d68384252510679eea69c46,664938,225,106,119,392,392,392,5,f5ef6dafdec898529d8915a2a604c54d0a608e941b90baa784d0c1de4f54004f,not_computed_in_blind_development
450,2-2/51,2,HNA,2-2,2,51,1,development,2-2/51.mat,ee262214df4f47c78451bd916d643f963d6a45aedd8260a70a3f9a3f68be5544,649471,216,96,120,392,392,392,5,1f38331e04b094ebb6fd91fc8d1bd201a6e71d617fe46a24e99de38435aeee7d,not_computed_in_blind_development
451,2-2/52,2,HNA,2-2,2,52,0,development,2-2/52.mat,788ae8b3e17e753f539740283d8e8df8a825f716e750b700902da5019f089f3f,744032,250,124,126,392,392,392,5,026099feffa6e7e5765dc37d34e7d3b551ed81d311ce1b1edc94cfdbfa786a9e,not_computed_in_blind_development
452,2-2/53,2,HNA,2-2,2,53,4,development,2-2/53.mat,349c7cb74415f89e063e9aa2319cd504c4e490e00afb7090cad38fadb4e76bc8,924090,316,158,158,392,392,392,5,fdc6eb3e73e9560120ccb7a37ec018b1d26404d4584e8e284c22142de7a48d9f,not_computed_in_blind_development
454,2-2/55,2,HNA,2-2,2,55,2,development,2-2/55.mat,9db657344f5be91ad993e923e32975f90aa74d731f8e9aa50f72f8b5ed28c298,774270,262,130,132,392,392,392,5,1462725b4964e4aefbfcbada611d4833b136334cb9cf7c2aecc15b9746910a38,not_computed_in_blind_development
455,2-2/56,2,HNA,2-2,2,56,5,development,2-2/56.mat,af95ee4264b3a05e3a66206b81df1bbcb6bc7526bf9c942f59269cc14f6beaae,819055,278,138,140,392,392,392,5,831fcad8e594aaa8a8a3c297e35c4d399bb4f746c2475bdca3769570ebc6b7a4,not_computed_in_blind_development
456,2-2/57,2,HNA,2-2,2,57,3,development,2-2/57.mat,6618931583b1e9cda37c8c3123fe4ebb1771da5d1a7e86eb8fd9df7cc3b77e29,640551,212,96,116,392,392,392,5,4e7e0bf561799ab44ce9a5b6a4ed6418f130e35f19b0a952b2dfade5edd28f7a,not_computed_in_blind_development
457,2-2/58,2,HNA,2-2,2,58,2,development,2-2/58.mat,6ba0251bea916da11b03791c01d4b13bc0613d0ac45eb1fbfb29393c6a4d711d,781372,265,125,140,392,392,392,5,30b56bd2e970e8fcf31944fd2cfc463b12455b6e09bb4ecfa79e77e84d0f2256,not_computed_in_blind_development
458,2-2/59,2,HNA,2-2,2,59,4,development,2-2/59.mat,2855fbd38dbd486fca5596c904b209488cbd9369a4512b57fcc6da72f5084c54,622787,206,94,112,392,392,392,5,4759117b8618a2ef9722d8c93a5342f41d6ea7d7d0801351d19ed5087fbcdf60,not_computed_in_blind_development
459,2-2/60,2,HNA,2-2,2,60,5,development,2-2/60.mat,900838730681dbfc550bcf03770ab7c225b57a99e1e2ec38004a6cae81922852,522618,169,80,89,392,392,392,5,39e36f3b74e96fcd471ac380b45ea5621f76e7160717d6791b6980d5bc9bd747,not_computed_in_blind_development
460,2-2/61,2,HNA,2-2,2,61,6,development,2-2/61.mat,e96135a11cebbff96bcc5316cb4d2384ba09f2509e6f901d91dbe4ee693b3412,940005,321,151,170,392,392,392,5,9f33b5e4fedb96b241b7d4305a4b4a03aac5295f1d0d90b2fde99729112fee9f,not_computed_in_blind_development
461,2-2/62,2,HNA,2-2,2,62,0,development,2-2/62.mat,77801c3f2872a31553ce8b9b8609e0ba40d3b74c4943b0f950f1bf308d9de940,811297,275,130,145,392,392,392,5,eee60bac82c31d861b3bd88d5a014fdbc6168d6bf7a94f8ff2dbd362723b9b1c,not_computed_in_blind_development
462,2-2/63,2,HNA,2-2,2,63,2,development,2-2/63.mat,5af783301ffbf39e79ba6181f97ef52cd922f92a1fb8a344ab53fd48a260ecf6,1042289,361,166,195,392,392,392,5,ebb3e59e3fa39617f8c6ff07aa5fdb6dda8190306443176048e6d9ce80faabb4,not_computed_in_blind_development
463,2-2/64,2,HNA,2-2,2,64,4,development,2-2/64.mat,dbd8bf5a5a9e08c47d67c9b2b3feb1e5bd92c074a0b0cd6633743d5649beb7d8,614154,203,99,104,392,392,392,5,991302b0f4bf5df3cd684278965fbeebfada7812655d8532b2c0993ab9841123,not_computed_in_blind_development
465,2-2/66,2,HNA,2-2,2,66,0,development,2-2/66.mat,36c45d378be1f3ab574c35b6c6cc29158c56b21c0c3640aee63f3f0c9d58778c,922622,316,151,165,392,392,392,5,58e10493ffebdf1354bb4932c94b87aad45caa5c47451e916371f61cf0ff82fb,not_computed_in_blind_development
466,2-2/67,2,HNA,2-2,2,67,4,development,2-2/67.mat,7eb8bddfdbdf08f34001f6a9e7675c64975bcb013937e239a0d71c594eef962d,678620,226,106,120,392,392,392,5,d20242d74a50d6ad1a3f298f1f67b3bdba70743c542c52671b50a052ddbd4471,not_computed_in_blind_development
467,2-2/68,2,HNA,2-2,2,68,4,development,2-2/68.mat,fec29d7d8eb14c071470881279f3a7cd29287fe0d571294be201e01c13f96357,610421,202,88,114,392,392,392,5,19a2e6754e542d3afaede8fdaa3684b97b3125fc4b0b4713f726d8d6927bee4a,not_computed_in_blind_development
468,2-2/69,2,HNA,2-2,2,69,3,development,2-2/69.mat,8eaed98d4b2a8266bb23c97a46849a6fb8613e6af07f2bb41d4de08e7d7b8d0b,545928,178,85,93,392,392,392,5,2551631cb09c68f89a39be3d0646ae1d114031a59ce5fb6673515e61f802a8e5,not_computed_in_blind_development
469,2-2/70,2,HNA,2-2,2,70,6,development,2-2/70.mat,db2fc31a21a9687a5855200cc5cecb60db1451cde47e1821329534d388f290fb,704115,236,112,124,392,392,392,5,682579461ac20a6e977c9d8c8eb9299cbd937874574f1ad0276546f047a2f95d,not_computed_in_blind_development
470,2-2/71,2,HNA,2-2,2,71,5,development,2-2/71.mat,303c23df2cf0fb81fd397f3312da972b8724ba7ee8ae39f9fa99ce1845a96a33,941608,318,157,161,392,392,392,5,71637512f1e123078ba16d66e5abe14b8effd66f59a1b6fe336fe3539cb28ef8,not_computed_in_blind_development
471,2-2/72,2,HNA,2-2,2,72,7,development,2-2/72.mat,4cfc20201b181a97e482f9f233dda2670bdf8cb1e36c99a5cc9be2bde2dda788,995753,339,164,175,392,392,392,5,df0604637992649aec7c44805360325c776189a5c36e988e901b6379086074ce,not_computed_in_blind_development
472,2-2/73,2,HNA,2-2,2,73,2,development,2-2/73.mat,1eccedc24ecc139c939ab1e783bac1bf5f326c82ae15335f0da0894c1d89d986,625852,209,94,115,392,392,392,5,f8e2e05a3e6b5b25b4a7b7aa157348b60140870e0d3084d2466b788183420e6f,not_computed_in_blind_development
473,2-2/74,2,HNA,2-2,2,74,7,development,2-2/74.mat,341c77ad35851f2f1a03c03592bb27a7d8374b77ad82e1f3d055ce5f29cb9d0e,771766,262,129,133,392,392,392,5,1c1c959d225f9cf9e8de1c6fca632953029a7583fbb745c85e1de78606f71dc7,not_computed_in_blind_development
475,2-2/76,2,HNA,2-2,2,76,3,development,2-2/76.mat,9e21eb0dc6a89e85b585ba0a39f0b54a08604448b50053880630f8160e2ab975,580222,189,94,95,392,392,392,5,fec33bed761a3d48ee1ab3ef3d6a295d624a88d71edcee4a08e65ba269028a94,not_computed_in_blind_development
476,2-2/77,2,HNA,2-2,2,77,5,development,2-2/77.mat,983dd67af2e457eb84d8c292dea18fccda40ebfddd134fdce24ee84a4c398034,676521,225,105,120,392,392,392,5,b3d3847c2c162d17081987c6221dc3c6f9d8ce6c2dbae43855603859152c7644,not_computed_in_blind_development
477,2-2/78,2,HNA,2-2,2,78,2,development,2-2/78.mat,ae0963e5b64e3422bc3e10fd4afdae1109dfdf930475b0cd93fa2956661f41d8,631358,207,102,105,392,392,392,5,dae24ed4ea50a5474c0f48b5f114085c0b42f51f8b41dff9502a38b5bc1b48d6,not_computed_in_blind_development
478,2-2/79,2,HNA,2-2,2,79,7,development,2-2/79.mat,54b2560f74cbab8e5e41696853031d19a223b3692a79583ee123ebb30a7e8b0b,625711,208,96,112,392,392,392,5,519bfe13306722226bd15159447b7d17a94dd33b15a22c089b88eebd404d6db9,not_computed_in_blind_development
480,3-1/1,3,HNX,3-1,1,1,0,development,3-1/1.mat,791afbc84c0e7d18d84e53a60c197ab11ff662bfdb1826be41a53da7179cc457,667650,220,102,118,392,392,392,5,7c515f52527b15c3c531b18946626a3964cc7dadd9ec7d9295545cd735070e6d,not_computed_in_blind_development
482,3-1/3,3,HNX,3-1,1,3,6,development,3-1/3.mat,154ae98ad002c0cdfb14e39a5b22772016740445e18ac9bff149240b85520193,1002599,343,167,176,392,392,392,5,c9b1e72a9661d87089cca29a32f6715b5cee873f06cf38d18e6b0ea1235ada01,not_computed_in_blind_development
483,3-1/4,3,HNX,3-1,1,4,7,development,3-1/4.mat,d4141075ec033fce82666fedfd7ae793a8bd73543db0fc9c45f1c924b65d4cad,917545,313,154,159,392,392,392,5,73d4a5adc5d3e37b5e69b7e016cdbd644bf50069a0927e44b810bcd4e028b999,not_computed_in_blind_development
484,3-1/5,3,HNX,3-1,1,5,2,development,3-1/5.mat,e7c32e272a763c16e8d5fa6b51f5fa69919e0d6f4a950b90df1a2430f87ca346,658215,216,96,120,392,392,392,5,391f73330e7ac44f250990cfbdba3c0c3f0a5e15772dd37dfe4de275bd50fe32,not_computed_in_blind_development
485,3-1/6,3,HNX,3-1,1,6,3,development,3-1/6.mat,994dcf16b5c7f5244a88db6eb633484f284b984cf99272dd7333c2826f9d20c4,540430,173,78,95,392,392,392,5,d5b603147a8d82a6988a275f1c92b1ec7aa002b5bbe0822b4abd095dc6c5877f,not_computed_in_blind_development
486,3-1/7,3,HNX,3-1,1,7,7,development,3-1/7.mat,fc17a63898030cf12eccf6ce7828872a70f0e03744c5097fe2adf2e11fab1ec4,511491,163,75,88,392,392,392,5,4ebf1ac34bf6dc328c853f54bf2e4247dc626b67e2f8431b7d1aa3db3f19d361,not_computed_in_blind_development
488,3-1/9,3,HNX,3-1,1,9,2,development,3-1/9.mat,0e92093331b7c9ca91971301933c1393c63034906ebf5e9debd0413f6f8e77a5,784084,263,119,144,392,392,392,5,ccbce544048bacc7667837e890d0e67a1a72bd2b44c73b364ab1db27e15bf39c,not_computed_in_blind_development
489,3-1/10,3,HNX,3-1,1,10,5,development,3-1/10.mat,3412a61c1d59d7ce294d75c239f846424cd724f1381a71ae84b14a8d1475ea09,459276,146,67,79,392,392,392,5,25eb4c683b9e8d0ae6db0f64b1204ccab51849e4086de570e29fbdc576cec56b,not_computed_in_blind_development
491,3-1/12,3,HNX,3-1,1,12,1,development,3-1/12.mat,37c52f9f4e2e92f14d769c25e3554f6b679c8439c529a0e3d3ef6e252ffcacd5,768704,255,126,129,392,392,392,5,8ef578d65db81fa8210336dbd78fb4c46a24ae0989818579b73921ddd116ac52,not_computed_in_blind_development
492,3-1/13,3,HNX,3-1,1,13,2,development,3-1/13.mat,38ef894ebd9a32472253e56329081a51910bee958b1a01fbcff87eeb1e8900ab,609253,198,99,99,392,392,392,5,0ee08937ed34eb3777790702d747d2d17868ab6194d6343fbac164ae97c987fe,not_computed_in_blind_development
493,3-1/14,3,HNX,3-1,1,14,7,development,3-1/14.mat,c5c76197abeb4bd586927214d7f566460b5d5bc31aca1bccb53007cc31ac5352,840512,282,134,148,392,392,392,5,dd2200db86df380763e209b4abe183a267421ef2af9d2594683bb00807136363,not_computed_in_blind_development
494,3-1/15,3,HNX,3-1,1,15,6,development,3-1/15.mat,94953297528bac90c13057bce97c648057c50fabbaef970d0662fa4e43175b09,685272,226,106,120,392,392,392,5,23c458e9b4e15addfac1308e0c1d8bd7a05f1a657842c9dc29277689cc09c94c,not_computed_in_blind_development
495,3-1/16,3,HNX,3-1,1,16,6,development,3-1/16.mat,51f8d12992a4533a6b51c7b2476acee93cabc87d8368818d4d519ab5315ae5d2,778058,262,121,141,392,392,392,5,45bd6d24b02eaf891015b4cb7091aed394c893d94f9b27ade96dc1f3c4528593,not_computed_in_blind_development
496,3-1/17,3,HNX,3-1,1,17,4,development,3-1/17.mat,46560bb7317a8a46c19033727832199e43d1c4a468d2cd2f4870aedafe7a3b12,739677,246,120,126,392,392,392,5,591eb6f55f6e1b0207acf5a174a583c8cc98ab1d211007f0d7331c0026a2bda2,not_computed_in_blind_development
497,3-1/18,3,HNX,3-1,1,18,3,development,3-1/18.mat,c7dffab19a04faf984d0577ca343ff9378a033cb800dc62e9fb3eb8af3cdd5c4,711859,236,113,123,392,392,392,5,6dd0af145a91fa3048cf23f474dfc1369af30dda495013c9a89b23449712d30e,not_computed_in_blind_development
499,3-1/20,3,HNX,3-1,1,20,7,development,3-1/20.mat,b915937711c428c8db2a3265665308a24f604e5e518f925551e9d9c7d25d5d98,637130,210,95,115,392,392,392,5,c4b7ffcecb7b0614f149d37327854ccf545e168ad9b917da76d1e1cefd73ed22,not_computed_in_blind_development
500,3-1/21,3,HNX,3-1,1,21,2,development,3-1/21.mat,320954acbc0e8a265a89656b0602dd398c2c8d3307d510e82a42f0edf6628639,613094,200,88,112,392,392,392,5,f02aed59475958a1c23d72fd2eedacdbf876aeceda1c128beee5cc4284ecae72,not_computed_in_blind_development
501,3-1/22,3,HNX,3-1,1,22,4,development,3-1/22.mat,95c3c1cb7f5cde49b63621f2bb3e4bcbb7fcc278b150ed60fc53d3ae62665750,571576,186,79,107,392,392,392,5,422afad4b56de1e1bd42ee0e2aa819c802e30f2ec3af07129fd97bb3a1506783,not_computed_in_blind_development
502,3-1/23,3,HNX,3-1,1,23,0,development,3-1/23.mat,64aea93f5519db023e90a259eb33d77fc12396f51fbbe3da3d14da41ce3896b2,967535,328,155,173,392,392,392,5,450843e51e853a2e5ed7e71c7b21ca4a3758d9e777a39919413d35f4a82a8737,not_computed_in_blind_development
503,3-1/24,3,HNX,3-1,1,24,2,development,3-1/24.mat,dcc4fce3358d785f9e07b8c46b4a551673fc3faaf932e16f9c8407746d340859,774776,259,129,130,392,392,392,5,4ac9e71100a22c1d3a5b3987b82347913ce9935b6c8bf5efe6999c9331cc7843,not_computed_in_blind_development
504,3-1/25,3,HNX,3-1,1,25,7,development,3-1/25.mat,047861e3fe9c22d7141de71c60bb3e10727ea8fa738d57d53e78b4a853b785f0,980680,331,165,166,392,392,392,5,454f55d4bb27ea824a4615511175c384a609768335231b7fa0bb39cbccbc82e8,not_computed_in_blind_development
505,3-1/26,3,HNX,3-1,1,26,4,development,3-1/26.mat,3077eff410f79c348bd9ad27a189b4bfc5c040193b40dac278590fe2f5cc710e,726937,242,119,123,392,392,392,5,8b05b43022e22581b7dbb5a0f5eb14d996ae3ae7b6a5616cf80bb4c0ce8376e3,not_computed_in_blind_development
506,3-1/27,3,HNX,3-1,1,27,2,development,3-1/27.mat,763094094d387d57bafa3aa816bfbdb92b6991a22d2478677afb370c3c1e8f94,680036,225,109,116,392,392,392,5,87fededc39f4c4da297d83a852e79bdcf4a1ad5cad6d929ac8499b1be85dd2d7,not_computed_in_blind_development
507,3-1/28,3,HNX,3-1,1,28,6,development,3-1/28.mat,86579338b0f889b06d84de6ce4046dfdb13c49c549c61c8c457cf57d21f9dc38,836464,282,134,148,392,392,392,5,70f84e66689e48adf7f1183c380f1559fa97e8d33904131878f97ab276b3396c,not_computed_in_blind_development
508,3-1/29,3,HNX,3-1,1,29,5,development,3-1/29.mat,dd314e121c412a5d30a0202f22c6664d164def92032a3fd10c776c82fe7072d5,614921,200,100,100,392,392,392,5,05aafcb7e837e062a0535a051500fa15b280afc0d6ea0763a5f162fe6c41a948,not_computed_in_blind_development
509,3-1/30,3,HNX,3-1,1,30,5,development,3-1/30.mat,9aef8d4943ffb6ea01a72b7113b902c8e97f910efbb1b6c8edd6bc8fab96aea9,657743,217,101,116,392,392,392,5,1b81ca8a0d055ca357fb8424896fd3b73ff533a9a8d225dbb70ed3c4a65fca04,not_computed_in_blind_development
510,3-1/31,3,HNX,3-1,1,31,1,development,3-1/31.mat,c24ca53c27703456680b9d905647008c72e3263b65453a80103b43afd36871d3,631139,207,93,114,392,392,392,5,6e3f1fe4599db94e82bf77e74f4db431cd641bcdc1b6cb2e5186e5810b987457,not_computed_in_blind_development
511,3-1/32,3,HNX,3-1,1,32,0,development,3-1/32.mat,a6c586d3a59271ab75199dbc846ee9de706dcf746e7e29f5e73e5260e17e64d8,728653,244,117,127,392,392,392,5,195e912cae6fb9261d474b7298ef794a24eb4b25429bca21cfdbdee59723d942,not_computed_in_blind_development
512,3-1/33,3,HNX,3-1,1,33,3,development,3-1/33.mat,8071e6ce632fb920dab198605b15042b6b67edd601818005d61c4804bf215272,610371,200,88,112,392,392,392,5,0af8380f5d8ef270c6085841b46aa3d2a5b9482a061a693185b2357eff56f5e4,not_computed_in_blind_development
513,3-1/34,3,HNX,3-1,1,34,1,development,3-1/34.mat,1866ad6d537ad7e04369e42cbeb102f6f0bd3df24d7a14685bdc9a5f33991d7f,616312,200,100,100,392,392,392,5,3710237e965ee15515db237b8aee6c9f37511dbc1b1d27e66827abc030673af8,not_computed_in_blind_development
514,3-1/35,3,HNX,3-1,1,35,5,development,3-1/35.mat,367fba2dc4de6502f5510602b32724090adc45435592bb022a3bce979e859c6c,781583,263,121,142,392,392,392,5,90a13d5529acca0b167459169b42bb90a092dc4214855a71146787673cb95a07,not_computed_in_blind_development
515,3-1/36,3,HNX,3-1,1,36,7,development,3-1/36.mat,3cecd229874dda219253dce19d5841f14e03e7c3d34dcc07991771d88af0035c,886432,298,148,150,392,392,392,5,afdaeeca0f6cff950f1aa5f3f363749d092004fcac75915b9d0312b66ba00149,not_computed_in_blind_development
517,3-1/38,3,HNX,3-1,1,38,0,development,3-1/38.mat,0aacd65ef7f7508cb1cd2e82fa196006fdfc9d08c2937e2e8a555618a981b30b,806320,271,128,143,392,392,392,5,b0bc727cd6acb80982be395750837c10ac46367501bb1236dac4846da67a9d25,not_computed_in_blind_development
518,3-1/39,3,HNX,3-1,1,39,0,development,3-1/39.mat,7aa667dcf3a4933103f9d57c8667e74324776b45c06b72437afa06711f0f3fc0,652979,216,96,120,392,392,392,5,3164e8d35173e36bb38b847b9d21ccb39859508318ba043139699e294aa05664,not_computed_in_blind_development
519,3-1/40,3,HNX,3-1,1,40,3,development,3-1/40.mat,a10884eae26ba103a465bc5fff23c4f0441259f2ba82da41e05d512392cbfb5b,587876,193,84,109,392,392,392,5,e55340c5e8135026b3a2cf91e6f5ddd0ee6880deea98d50486fe26e5cc55d7c8,not_computed_in_blind_development
520,3-1/41,3,HNX,3-1,1,41,4,development,3-1/41.mat,4014bd1d8065cc0855185feb3c0b5da01a0abd1a06b91f7703a9e2bf3a1eddff,519364,167,83,84,392,392,392,5,f73324cb1d999ec7c200e000088a10784bcf08e65c1e5fcca0671d76fadc6ab8,not_computed_in_blind_development
521,3-1/42,3,HNX,3-1,1,42,5,development,3-1/42.mat,e56a3a50281d5b76d3ca49533c333225649232d009dd127bfc580322937e4876,955109,325,153,172,392,392,392,5,34743472cdc2a41dae1707d316fc89772bfdd225bf7dcca90414ccfc7b448d9c,not_computed_in_blind_development
522,3-1/43,3,HNX,3-1,1,43,1,development,3-1/43.mat,2774efb39b215da8074430e94ddf42b17ef091a552cf7a69682207791b420401,593859,193,83,110,392,392,392,5,0f393da541581aff5cd545308bc64b6cfdac17425423caa5c4c6358b0939a2dd,not_computed_in_blind_development
523,3-1/44,3,HNX,3-1,1,44,1,development,3-1/44.mat,acb5e78563228230b081f950264d931a0b293082d55368a5c704d930384e8685,556337,179,86,93,392,392,392,5,28f046f23d66aab1331f58e7287720474ba7ee04eb7ac0da14bc7723637ddc44,not_computed_in_blind_development
524,3-1/45,3,HNX,3-1,1,45,3,development,3-1/45.mat,ac823eb88ee8c9defae64d08196897b97d2fb016d5e3ab901ba7ab24138e7c50,685995,227,109,118,392,392,392,5,1397d514dd1ed070ca9c2358743bffd4d654a88b8b43f6991e2a571b9c5a6801,not_computed_in_blind_development
525,3-1/46,3,HNX,3-1,1,46,1,development,3-1/46.mat,f6ca59cc571c281c0c00f29bbe5ba7ca409f87de5604191e5495d24b9bf50df8,534601,172,82,90,392,392,392,5,5e89f4761ef8942ceca3d370e636851fff8de750188a9b7dbb920680c18efa10,not_computed_in_blind_development
526,3-1/47,3,HNX,3-1,1,47,6,development,3-1/47.mat,06a971fc2cd873288166d3047d4b04c46fa07a145b4f0c5ba16cf640d60a30fa,811383,274,129,145,392,392,392,5,77dbeee190cd9d3f7cca5f5efdcd92ccb9fb673c5b571ac9c88565e2f800d833,not_computed_in_blind_development
527,3-1/48,3,HNX,3-1,1,48,0,development,3-1/48.mat,c746b831c839149a75bdd1aa251ec2cc1f050d1e9363f96ee09dd9e26c835daa,696953,229,113,116,392,392,392,5,705e47451438f94471ea66de6e397f1cfd8e0604b56419e886d86271b2c39fdc,not_computed_in_blind_development
531,3-1/52,3,HNX,3-1,1,52,4,development,3-1/52.mat,42519612404e13d248c7a8762eb90f57486e8a65373b0ec0ec5ca1d99e723efb,944135,318,159,159,392,392,392,5,ae2e9fe0e70435ea8346e8cc1a9544c07a96cbe0f4abeaa78691deb086c4c48f,not_computed_in_blind_development
532,3-1/53,3,HNX,3-1,1,53,1,development,3-1/53.mat,f9b706ac0a64b00bce1effc24f68f1f37abb9a7a6a8b2ecdc3297b7b48f29d68,523486,168,81,87,392,392,392,5,b9ea8cd278da671c0d92ad3ac4b813182b9da024728c77c61ea91cf4cb162da4,not_computed_in_blind_development
534,3-1/55,3,HNX,3-1,1,55,4,development,3-1/55.mat,a22bba1b2829aa9afc7b49b3c3b47331fd6b6ec44ba7708a71b9a61340f64d5e,735304,245,121,124,392,392,392,5,b6af42c1844018505325b0f186c00b8b964162fbaf426f5758a68044a0c4fdaa,not_computed_in_blind_development
536,3-1/57,3,HNX,3-1,1,57,3,development,3-1/57.mat,96ef5da0195ef85428b4ba51966a63f541a57228fc10f63b4180006c9311d137,558353,181,90,91,392,392,392,5,7186c87b62b27054c448740a63b480ada46f7d270f1188aa0cdb2a1ad0785bbd,not_computed_in_blind_development
